transaction_id,date,department,category,vendor,region,transaction_type,amount,payment_method,description
TXN105122,2025-02-16,Marketing,Transaction Fees,Customer_D,South,Revenue,13265.14,Credit Card,Transaction Fees transaction for Marketing
TXN105123,2025-02-16,Customer Support,Subscription,Customer_D,North,Revenue,31101.07,UPI,Subscription transaction for Customer Support
TXN105124,2025-02-16,Sales,Travel,FlyBiz,North,Expense,5852.17,Credit Card,Travel transaction for Sales
TXN105125,2025-02-16,Operations,Transaction Fees,Customer_D,South,Revenue,23439.74,UPI,Transaction Fees transaction for Operations
TXN105126,2025-02-16,Customer Support,Outsourcing,SupportWorks,East,Expense,18473.35,Credit Card,Outsourcing transaction for Customer Support
TXN105127,2025-02-16,HR,Service Revenue,Customer_A,North,Revenue,12731.63,Bank Transfer,Service Revenue transaction for HR
TXN105128,2025-02-16,Operations,Utilities,PowerGrid,South,Expense,11664.05,Bank Transfer,Utilities transaction for Operations
TXN105129,2025-02-16,HR,Service Revenue,Customer_C,East,Revenue,10076.8,Credit Card,Service Revenue transaction for HR
TXN105130,2025-02-16,Operations,Transaction Fees,Customer_D,North,Revenue,6708.68,UPI,Transaction Fees transaction for Operations
TXN105131,2025-02-16,Customer Support,Training,SkillWorks,North,Expense,16154.64,UPI,Training transaction for Customer Support
TXN105132,2025-02-16,Operations,Maintenance,FixPro,West,Expense,19653.98,Credit Card,Maintenance transaction for Operations
TXN105133,2025-02-16,Marketing,Advertising,SearchPro,South,Expense,15315.48,UPI,Advertising transaction for Marketing
TXN105134,2025-02-16,Customer Support,Outsourcing,ServiceDesk,North,Expense,4628.05,Debit Card,Outsourcing transaction for Customer Support
TXN105135,2025-02-16,Customer Support,Service Revenue,Customer_D,East,Revenue,6109.12,Debit Card,Service Revenue transaction for Customer Support
TXN105136,2025-02-16,HR,Transaction Fees,Customer_A,South,Revenue,30614.49,Credit Card,Transaction Fees transaction for HR
TXN105137,2025-02-16,Operations,Supplies,OfficeMart,South,Expense,6170.23,Bank Transfer,Supplies transaction for Operations
TXN105138,2025-02-16,IT,Cybersecurity,CyberGuard,South,Expense,9358.34,Bank Transfer,Cybersecurity transaction for IT
TXN105139,2025-02-16,Sales,Client Entertainment,EventWorks,North,Expense,7671.78,Direct Debit,Client Entertainment transaction for Sales
TXN105140,2025-02-16,Operations,Subscription,Customer_D,South,Revenue,18926.06,Bank Transfer,Subscription transaction for Operations
TXN105141,2025-02-16,Finance,Software,CloudSuite,South,Expense,7018.95,Bank Transfer,Software transaction for Finance
TXN105142,2025-02-16,Sales,Commissions,SalesPartners,West,Expense,15870.55,Debit Card,Commissions transaction for Sales
TXN105143,2025-02-16,Marketing,Content,ContentLab,North,Expense,10640.06,Debit Card,Content transaction for Marketing
TXN105144,2025-02-16,Operations,Subscription,Customer_B,East,Revenue,11414.05,Credit Card,Subscription transaction for Operations
TXN105145,2025-02-16,Finance,Service Revenue,Customer_E,North,Revenue,12565.04,Debit Card,Service Revenue transaction for Finance
TXN105146,2025-02-16,Operations,Supplies,OfficeMart,West,Expense,2781.81,Direct Debit,Supplies transaction for Operations
TXN105147,2025-02-16,Finance,Audit,AuditPartners,South,Expense,8232.01,Credit Card,Audit transaction for Finance
TXN105148,2025-02-16,Sales,Software,DataDesk,South,Expense,6711.2,Debit Card,Software transaction for Sales
TXN105149,2025-02-16,Customer Support,Subscription,Customer_A,North,Revenue,22388.4,Credit Card,Subscription transaction for Customer Support
TXN105150,2025-02-16,Operations,Logistics,ShipNow,South,Expense,11873.26,Debit Card,Logistics transaction for Operations
TXN105151,2025-02-16,Customer Support,Support Tools,HelpDeskPro,South,Expense,8766.03,Credit Card,Support Tools transaction for Customer Support
TXN105152,2025-02-17,Marketing,Events,ExpoHub,East,Expense,4878.19,Bank Transfer,Events transaction for Marketing
TXN105153,2025-02-17,Customer Support,Training,SkillWorks,North,Expense,14527.03,Bank Transfer,Training transaction for Customer Support
TXN105154,2025-02-17,Marketing,Subscription,Customer_B,East,Revenue,18401.44,Credit Card,Subscription transaction for Marketing
TXN105155,2025-02-17,Marketing,Subscription,Customer_B,North,Revenue,25136.74,Debit Card,Subscription transaction for Marketing
TXN105156,2025-02-17,IT,Product Sales,Customer_A,North,Revenue,26472.53,Direct Debit,Product Sales transaction for IT
TXN105157,2025-02-17,Customer Support,Outsourcing,ServiceDesk,West,Expense,12696.16,Debit Card,Outsourcing transaction for Customer Support
TXN105158,2025-02-17,Marketing,Events,ExpoHub,South,Expense,13333.69,Credit Card,Events transaction for Marketing
TXN105159,2025-02-17,Marketing,Events,ExpoHub,South,Expense,18222.54,UPI,Events transaction for Marketing
TXN105160,2025-02-17,Operations,Logistics,MoveRight,East,Expense,8815.31,UPI,Logistics transaction for Operations
TXN105161,2025-02-17,Operations,Product Sales,Customer_C,North,Revenue,19097.27,Credit Card,Product Sales transaction for Operations
TXN105162,2025-02-17,Customer Support,Training,SkillWorks,East,Expense,6649.75,Debit Card,Training transaction for Customer Support
TXN105163,2025-02-17,IT,Software,SoftCore,South,Expense,4873.77,Bank Transfer,Software transaction for IT
TXN105164,2025-02-17,Customer Support,Software,WorkFlowPro,North,Expense,12180.88,Bank Transfer,Software transaction for Customer Support
TXN105165,2025-02-17,Marketing,Subscription,Customer_D,East,Revenue,22163.65,Debit Card,Subscription transaction for Marketing
TXN105166,2025-02-17,Marketing,Advertising,MarketBoost,North,Expense,13115.8,UPI,Advertising transaction for Marketing
TXN105167,2025-02-17,Marketing,Subscription,Customer_A,North,Revenue,23923.08,UPI,Subscription transaction for Marketing
TXN105168,2025-02-17,Customer Support,Training,LearnPro,East,Expense,4042.79,UPI,Training transaction for Customer Support
TXN105169,2025-02-17,Marketing,Product Sales,Customer_D,East,Revenue,19346.04,Credit Card,Product Sales transaction for Marketing
TXN105170,2025-02-17,Marketing,Service Revenue,Customer_D,North,Revenue,32131.43,Credit Card,Service Revenue transaction for Marketing
TXN105171,2025-02-17,IT,Cloud Services,ComputeHub,North,Expense,17233.29,Credit Card,Cloud Services transaction for IT
TXN105172,2025-02-17,Customer Support,Product Sales,Customer_A,South,Revenue,41133.54,Credit Card,Product Sales transaction for Customer Support
TXN105173,2025-02-17,Operations,Utilities,WaterWorks,East,Expense,21687.76,Direct Debit,Utilities transaction for Operations
TXN105174,2025-02-17,Customer Support,Subscription,Customer_E,South,Revenue,8319.96,Debit Card,Subscription transaction for Customer Support
TXN105175,2025-02-17,Operations,Product Sales,Customer_A,South,Revenue,58006.27,Direct Debit,Product Sales transaction for Operations
TXN105176,2025-02-17,Marketing,Content,ContentLab,West,Expense,4761.6,Bank Transfer,Content transaction for Marketing
TXN105177,2025-02-17,Operations,Maintenance,MaintainX,West,Expense,10944.97,UPI,Maintenance transaction for Operations
TXN105178,2025-02-17,Sales,Service Revenue,Customer_A,North,Revenue,26574.98,Direct Debit,Service Revenue transaction for Sales
TXN105179,2025-02-17,HR,Training,LearnPro,South,Expense,3023.66,Direct Debit,Training transaction for HR
TXN105180,2025-02-17,HR,Benefits,BenefitHub,North,Expense,6075.82,Direct Debit,Benefits transaction for HR
TXN105181,2025-02-17,Operations,Maintenance,FixPro,South,Expense,9016.64,Debit Card,Maintenance transaction for Operations
TXN105182,2025-02-17,IT,Software,WorkFlowPro,East,Expense,15401.52,UPI,Software transaction for IT
TXN105183,2025-02-17,Customer Support,Training,LearnPro,North,Expense,10428.02,Debit Card,Training transaction for Customer Support
TXN105184,2025-02-17,Finance,Bank Charges,BankTwo,West,Expense,6930.51,Credit Card,Bank Charges transaction for Finance
TXN105185,2025-02-17,Operations,Logistics,MoveRight,East,Expense,22210.85,Bank Transfer,Logistics transaction for Operations
TXN105186,2025-02-17,Finance,Bank Charges,BankTwo,South,Expense,2792.53,Credit Card,Bank Charges transaction for Finance
TXN105187,2025-02-17,Sales,Service Revenue,Customer_C,West,Revenue,27813.43,UPI,Service Revenue transaction for Sales
TXN105188,2025-02-17,HR,Benefits,PeopleCare,North,Expense,4046.79,Direct Debit,Benefits transaction for HR
TXN105189,2025-02-17,IT,Hardware,DevicePro,West,Expense,8678.69,Debit Card,Hardware transaction for IT
TXN105190,2025-02-17,Operations,Service Revenue,Customer_D,East,Revenue,14209.29,Debit Card,Service Revenue transaction for Operations
TXN105191,2025-02-17,IT,Hardware,TechSource,West,Expense,25315.72,Debit Card,Hardware transaction for IT
TXN105192,2025-02-17,Marketing,Software,SoftCore,North,Expense,5593.31,Debit Card,Software transaction for Marketing
TXN105193,2025-02-17,Customer Support,Outsourcing,ServiceDesk,North,Expense,7804.67,UPI,Outsourcing transaction for Customer Support
TXN105194,2025-02-17,Sales,Subscription,Customer_A,West,Revenue,52533.79,Bank Transfer,Subscription transaction for Sales
TXN105195,2025-02-17,Sales,Product Sales,Customer_E,West,Revenue,4160.14,Credit Card,Product Sales transaction for Sales
TXN105196,2025-02-17,Marketing,Product Sales,Customer_C,South,Revenue,19026.22,Debit Card,Product Sales transaction for Marketing
TXN105197,2025-02-17,Finance,Subscription,Customer_C,North,Revenue,19110.17,UPI,Subscription transaction for Finance
TXN105198,2025-02-17,Marketing,Transaction Fees,Customer_C,West,Revenue,11271.64,Debit Card,Transaction Fees transaction for Marketing
TXN105199,2025-02-17,Sales,Software,DataDesk,North,Expense,6888.18,Bank Transfer,Software transaction for Sales
TXN105200,2025-02-17,Customer Support,Training,LearnPro,South,Expense,5005.43,Credit Card,Training transaction for Customer Support
TXN105201,2025-02-17,Customer Support,Outsourcing,ServiceDesk,North,Expense,5920.89,Debit Card,Outsourcing transaction for Customer Support
TXN105202,2025-02-17,Sales,Software,CloudSuite,North,Expense,18515.32,Debit Card,Software transaction for Sales
TXN105203,2025-02-17,Sales,Client Entertainment,DinePro,South,Expense,4451.98,Credit Card,Client Entertainment transaction for Sales
TXN105204,2025-02-17,Customer Support,Outsourcing,SupportWorks,East,Expense,13436.71,Direct Debit,Outsourcing transaction for Customer Support
TXN105205,2025-02-17,Marketing,Subscription,Customer_B,South,Revenue,21830.9,UPI,Subscription transaction for Marketing
TXN105206,2025-02-17,Sales,Software,SoftCore,South,Expense,5568.13,Credit Card,Software transaction for Sales
TXN105207,2025-02-17,Customer Support,Service Revenue,Customer_D,West,Revenue,18110.78,Credit Card,Service Revenue transaction for Customer Support
TXN105208,2025-02-17,IT,Transaction Fees,Customer_D,West,Revenue,41297.76,Direct Debit,Transaction Fees transaction for IT
TXN105209,2025-02-17,Sales,Commissions,SalesPartners,North,Expense,11714.14,Credit Card,Commissions transaction for Sales
TXN105210,2025-02-17,Sales,Commissions,SalesPartners,South,Expense,5315.32,Direct Debit,Commissions transaction for Sales
TXN105211,2025-02-17,Customer Support,Transaction Fees,Customer_D,South,Revenue,11143.11,Bank Transfer,Transaction Fees transaction for Customer Support
TXN105212,2025-02-17,Operations,Supplies,OfficeMart,North,Expense,16824.45,Bank Transfer,Supplies transaction for Operations
TXN105213,2025-02-17,IT,Cloud Services,DataCloud,East,Expense,9962.75,Bank Transfer,Cloud Services transaction for IT
TXN105214,2025-02-17,HR,Service Revenue,Customer_B,West,Revenue,33973.83,Debit Card,Service Revenue transaction for HR
TXN105215,2025-02-17,Finance,Software,WorkFlowPro,West,Expense,15436.97,UPI,Software transaction for Finance
TXN105216,2025-02-17,Customer Support,Software,DataDesk,South,Expense,7491.09,Direct Debit,Software transaction for Customer Support
TXN105217,2025-02-17,Operations,Logistics,MoveRight,East,Expense,10339.41,Bank Transfer,Logistics transaction for Operations
TXN105218,2025-02-17,Operations,Maintenance,MaintainX,South,Expense,5595.52,Credit Card,Maintenance transaction for Operations
TXN105219,2025-02-17,Customer Support,Subscription,Customer_D,South,Revenue,9458.17,UPI,Subscription transaction for Customer Support
TXN105220,2025-02-17,Sales,Travel,TravelCo,West,Expense,8846.02,Bank Transfer,Travel transaction for Sales
TXN105221,2025-02-17,Operations,Service Revenue,Customer_C,East,Revenue,35704.13,Bank Transfer,Service Revenue transaction for Operations
TXN105222,2025-02-17,IT,Cloud Services,CloudSuite,East,Expense,8849.08,Bank Transfer,Cloud Services transaction for IT
TXN105223,2025-02-17,Customer Support,Support Tools,HelpDeskPro,North,Expense,7676.15,UPI,Support Tools transaction for Customer Support
TXN105224,2025-02-17,IT,Cybersecurity,SecureNet,West,Expense,14555.06,UPI,Cybersecurity transaction for IT
TXN105225,2025-02-17,Finance,Product Sales,Customer_C,East,Revenue,43930.45,Bank Transfer,Product Sales transaction for Finance
TXN105226,2025-02-17,Operations,Logistics,MoveRight,North,Expense,4633.27,Credit Card,Logistics transaction for Operations
TXN105227,2025-02-17,Finance,Professional Services,AdvisoryHub,East,Expense,9433.72,Bank Transfer,Professional Services transaction for Finance
TXN105228,2025-02-17,Sales,Service Revenue,Customer_C,East,Revenue,27289.83,Credit Card,Service Revenue transaction for Sales
TXN105229,2025-02-17,Operations,Utilities,WaterWorks,West,Expense,17461.58,Bank Transfer,Utilities transaction for Operations
TXN105230,2025-02-17,Sales,Service Revenue,Customer_E,South,Revenue,6505.79,Bank Transfer,Service Revenue transaction for Sales
TXN105231,2025-02-17,Operations,Service Revenue,Customer_C,South,Revenue,7777.89,Credit Card,Service Revenue transaction for Operations
TXN105232,2025-02-17,IT,Cloud Services,DataCloud,South,Expense,16665.8,UPI,Cloud Services transaction for IT
TXN105233,2025-02-17,Finance,Audit,AuditPartners,North,Expense,3777.54,Bank Transfer,Audit transaction for Finance
TXN105234,2025-02-17,Operations,Supplies,OfficeMart,North,Expense,8924.37,Credit Card,Supplies transaction for Operations
TXN105235,2025-02-17,HR,Product Sales,Customer_A,East,Revenue,22279.98,UPI,Product Sales transaction for HR
TXN105236,2025-02-17,Finance,Software,CloudSuite,North,Expense,1884.32,UPI,Software transaction for Finance
TXN105237,2025-02-17,Operations,Maintenance,MaintainX,North,Expense,21430.83,Direct Debit,Maintenance transaction for Operations
TXN105238,2025-02-17,Customer Support,Software,SoftCore,East,Expense,12100.59,Bank Transfer,Software transaction for Customer Support
TXN105239,2025-02-17,Marketing,Advertising,MarketBoost,East,Expense,19113.71,UPI,Advertising transaction for Marketing
TXN105240,2025-02-17,Sales,Commissions,SalesPartners,South,Expense,22713.79,Bank Transfer,Commissions transaction for Sales
TXN105241,2025-02-17,Marketing,Events,ExpoHub,North,Expense,8072.72,Bank Transfer,Events transaction for Marketing
TXN105242,2025-02-17,HR,Service Revenue,Customer_D,South,Revenue,11625.62,Bank Transfer,Service Revenue transaction for HR
TXN105243,2025-02-17,Operations,Maintenance,MaintainX,South,Expense,17076.9,Debit Card,Maintenance transaction for Operations
TXN105244,2025-02-17,Customer Support,Software,DataDesk,South,Expense,9924.9,Credit Card,Software transaction for Customer Support
TXN105245,2025-02-17,Customer Support,Support Tools,SupportCloud,West,Expense,2964.06,Bank Transfer,Support Tools transaction for Customer Support
TXN105246,2025-02-17,Finance,Software,CloudSuite,South,Expense,7072.72,Credit Card,Software transaction for Finance
TXN105247,2025-02-17,Operations,Maintenance,FixPro,East,Expense,20002.65,Bank Transfer,Maintenance transaction for Operations
TXN105248,2025-02-17,IT,Cloud Services,ComputeHub,West,Expense,19935.53,Bank Transfer,Cloud Services transaction for IT
TXN105249,2025-02-17,IT,Software,SoftCore,South,Expense,15343.75,Bank Transfer,Software transaction for IT
TXN105250,2025-02-17,Sales,Commissions,SalesPartners,East,Expense,12117.52,Bank Transfer,Commissions transaction for Sales
TXN105251,2025-02-17,IT,Software,SoftCore,North,Expense,19086.4,UPI,Software transaction for IT
